chave_municipal,data_marco_adotado,tipo_marco_adotado,fonte_marco_adotado,data_primeiro_repasse_elegivel,intervalo_desde_marco_adotado_dias,status_intervalo,criterio_primeiro_repasse,qtd_estornos_ignorados
4300638,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-03,40,ok,valor > 0 e data válida,0
4300901,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4301305,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-26,93,ok,valor > 0 e data válida,0
4301909,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4302006,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4302055,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4302154,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4302600,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-01,68,ok,valor > 0 e data válida,0
4302659,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-05,42,ok,valor > 0 e data válida,0
4303509,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4303673,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-29,35,ok,valor > 0 e data válida,0
4303806,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4304309,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-04,41,ok,valor > 0 e data válida,0
4304507,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4304903,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4305124,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-29,35,ok,valor > 0 e data válida,0
4305157,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4305306,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4305603,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-10,47,ok,valor > 0 e data válida,0
4305900,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4306056,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4306106,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4306320,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-23,29,ok,valor > 0 e data válida,0
4306379,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-29,35,ok,valor > 0 e data válida,0
4306429,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4306502,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4306734,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-23,29,ok,valor > 0 e data válida,0
4306924,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4307302,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4307450,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4307500,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4308854,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4308904,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-13,50,ok,valor > 0 e data válida,0
4309159,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4309654,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-26,93,ok,valor > 0 e data válida,0
4309951,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4310306,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-03,40,ok,valor > 0 e data válida,0
4310504,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4310850,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4311270,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4311254,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4311627,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-05,42,ok,valor > 0 e data válida,0
4311643,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-26,93,ok,valor > 0 e data válida,0
4311700,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4311734,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-26,93,ok,valor > 0 e data válida,0
4311809,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4311908,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4312203,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-10,77,ok,valor > 0 e data válida,0
4312351,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4312708,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4312955,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4313425,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-13,50,ok,valor > 0 e data válida,0
4313706,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-29,35,ok,valor > 0 e data válida,0
4313805,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4314134,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,1
4314175,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-01,68,ok,valor > 0 e data válida,0
4314209,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-29,35,ok,valor > 0 e data válida,0
4314456,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4314555,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-26,93,ok,valor > 0 e data válida,2
4314605,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-03,40,ok,valor > 0 e data válida,0
4315057,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4315149,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4315156,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4315404,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4315909,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,1
4316105,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4316303,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4316428,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4316451,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4316477,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-05,42,ok,valor > 0 e data válida,0
4317954,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-03,40,ok,valor > 0 e data válida,0
4318309,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,1
4318424,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-29,35,ok,valor > 0 e data válida,0
4319109,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-01,68,ok,valor > 0 e data válida,0
4319356,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-10,77,ok,valor > 0 e data válida,0
4319364,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4319604,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4319802,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-05,42,ok,valor > 0 e data válida,0
4320107,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4320453,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-23,29,ok,valor > 0 e data válida,0
4320503,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4321634,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-26,93,ok,valor > 0 e data válida,0
4321857,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4321956,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-20,26,ok,valor > 0 e data válida,0
4322202,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4322343,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4322533,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-20,57,ok,valor > 0 e data válida,0
4323101,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-17,23,ok,valor > 0 e data válida,0
4323408,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4323705,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-05-22,28,ok,valor > 0 e data válida,0
4323754,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-26,93,ok,valor > 0 e data válida,0
4305009,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-13,50,ok,valor > 0 e data válida,0
4305871,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-24,61,ok,valor > 0 e data válida,1
4306007,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-05,42,ok,valor > 0 e data válida,0
4306353,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-12,79,ok,valor > 0 e data válida,0
4308508,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-12,79,ok,valor > 0 e data válida,0
4309001,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-24,91,ok,valor > 0 e data válida,0
4310702,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-13,50,ok,valor > 0 e data válida,0
4310900,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-12,49,ok,valor > 0 e data válida,0
4311304,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-10,77,ok,valor > 0 e data válida,0
4312500,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-12,79,ok,valor > 0 e data válida,0
4314548,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-25,62,ok,valor > 0 e data válida,0
4318457,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-13,50,ok,valor > 0 e data válida,0
4319208,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-21,58,ok,valor > 0 e data válida,0
4319307,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-10,77,ok,valor > 0 e data válida,0
4320321,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-12,79,ok,valor > 0 e data válida,0
4321477,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-13,50,ok,valor > 0 e data válida,0
4321493,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-12,79,ok,valor > 0 e data válida,0
4322350,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-07-24,91,ok,valor > 0 e data válida,0
4322905,2024-04-24,início do período estadual dos eventos climáticos,"Decreto Estadual RS nº 57.604/2024, art. 1º",2024-06-21,58,ok,valor > 0 e data válida,0
